Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Leandro Emmanuel Martínez,1994-06-04,CampeonatoBrasileiro,Fortaleza,Right,Argentina,Att Mid / Wingers,1011,0.09,0.36,0.45,0.09,0.0,0.0,0.36,0.0,0.09,0.09,0.17,0.25,1.34,4.54,2.94,0.89,0.18,20.0,0.1,0.5,18.7,0.0,0.1,0.0,0.0,35.88,42.91,83.6,562.61,161.04,18.78,20.83,90.2,13.44,15.4,87.3,2.58,5.07,50.9,0.13,1.69,3.12,0.89,0.27,39.88,2.94,0.8,0.18,0.0,3.03,0.36,1.78,0.18,1.34,0.0,0.09,0.53,3.65,2.67,0.53,0.09,0.27,0.09,0.0,0.89,0.8,0.0,0.0,0.09,0.0,0.0,2.58,1.25,1.07,0.8,0.71,1.25,2.49,50.0,1.25,1.87,0.36,0.8,3.38,0.36,0.18,53.77,1.07,8.99,29.38,16.38,1.25,53.77,2.49,1.34,53.6,1.07,42.9,31.6,168.34,70.77,1.78,0.09,1.42,1.16,36.32,0.0,1.25,1.6,0.09,0.0,0.0,0.0,5.52,0.53,0.8,40.0,1502,31.0,67.80490090574837,67.80490090574837,0,Hybrid Orchestrators
Breno,1996-01-24,CampeonatoBrasileiro,Fortaleza,Right,Brazil,Att Mid / Wingers,1897,0.24,0.14,0.38,0.24,0.0,0.0,0.19,0.0,0.21,0.21,0.06,0.28,3.84,2.04,7.73,2.42,0.95,39.2,0.1,0.25,20.7,0.14,0.09,0.02,0.02,26.43,33.59,78.7,467.32,59.83,12.71,14.28,89.0,10.01,11.48,87.2,3.27,5.84,56.1,0.09,0.85,1.47,0.47,0.24,31.6,1.95,0.52,0.0,0.38,3.7,0.19,1.19,1.19,0.0,0.0,0.05,1.09,3.04,1.57,0.43,0.19,0.43,0.43,0.0,0.33,0.14,0.0,0.05,0.05,0.09,0.0,0.57,0.24,0.28,0.28,0.0,0.14,0.38,37.5,0.24,0.66,0.09,0.24,0.81,0.57,0.0,42.46,0.57,4.27,20.21,18.79,2.75,42.46,2.66,1.33,50.0,0.81,30.4,29.41,223.65,108.46,2.66,1.47,1.8,1.38,33.31,0.0,0.71,2.66,0.38,0.09,0.0,0.0,3.94,0.52,0.9,36.7,1502,29.0,68.63083804143128,68.63083804143128,1,Direct Dribbling Threats
Marinho,1990-05-29,CampeonatoBrasileiro,Fortaleza,Left,Brazil,Att Mid / Wingers,1348,0.27,0.2,0.47,0.27,0.0,0.0,0.27,0.07,0.15,0.15,0.12,0.27,3.67,3.61,5.94,2.94,1.0,34.1,0.09,0.27,22.1,0.67,0.05,0.12,0.12,19.63,27.91,70.3,346.98,106.22,9.68,11.22,86.3,7.08,9.61,73.6,2.4,5.14,46.8,0.11,1.14,2.27,0.93,0.2,24.37,3.41,1.07,0.0,0.47,3.67,0.13,2.2,0.73,0.53,0.07,0.13,1.2,4.21,1.8,0.73,0.6,0.33,0.67,0.07,0.53,0.2,0.13,0.13,0.0,0.07,0.0,1.87,1.34,0.67,0.67,0.53,0.73,1.74,42.3,1.0,1.4,0.07,0.53,2.4,0.73,0.07,43.33,0.73,5.07,17.16,21.97,3.0,43.33,4.21,1.8,42.9,1.67,39.7,26.64,203.9,108.29,2.87,1.54,3.41,1.47,29.84,0.0,2.2,4.27,0.67,0.0,0.0,0.0,4.41,0.53,1.0,34.8,1502,35.0,70.7105125100888,70.7105125100888,1,Direct Dribbling Threats
Tomas Pochettino,1996-02-01,CampeonatoBrasileiro,Fortaleza,Right,Argentina,Att Mid / Wingers,1648,0.27,0.33,0.6,0.27,0.0,0.05,0.16,0.0,0.17,0.12,0.26,0.38,3.11,4.86,6.39,1.86,0.49,26.5,0.15,0.56,22.5,0.22,0.07,0.1,0.15,27.58,40.52,68.1,542.46,194.85,11.91,14.31,83.2,10.27,13.93,73.7,4.75,9.99,47.5,0.21,2.79,4.04,1.75,0.66,34.68,5.46,1.91,0.27,0.87,7.15,0.87,2.57,0.44,1.86,0.05,0.38,1.26,4.53,2.62,1.2,0.16,0.22,0.27,0.05,0.55,0.38,0.11,0.0,0.05,0.0,0.0,1.47,0.55,0.44,0.98,0.05,0.44,1.42,30.8,0.98,1.47,0.16,0.27,1.75,0.87,0.0,52.43,1.2,5.79,25.29,22.01,2.13,52.37,2.24,1.09,48.8,1.04,46.3,29.16,182.79,78.75,1.58,0.76,2.4,0.93,34.08,0.0,1.04,1.09,0.22,0.05,0.05,0.0,4.04,0.76,1.31,36.8,1502,29.0,72.1704869518429,72.1704869518429,0,Hybrid Orchestrators
Gustavo Mosquito,1997-09-07,CampeonatoBrasileiro,Vitória,Right,Brazil,Att Mid / Wingers,1200,0.15,0.23,0.38,0.08,0.08,0.08,0.3,0.0,0.2,0.14,0.17,0.31,2.4,2.33,6.53,1.28,0.15,11.8,0.06,0.5,17.0,0.0,0.11,-0.05,-0.06,16.58,21.45,77.3,247.2,63.83,9.08,10.28,88.3,5.78,7.43,77.8,0.9,1.65,54.5,0.16,1.35,1.73,1.13,0.6,20.7,0.6,0.08,0.15,0.08,2.78,0.3,0.15,0.0,0.08,0.0,0.15,0.68,3.0,1.88,0.08,0.23,0.23,0.53,0.08,0.38,0.15,0.0,0.08,0.0,0.08,0.08,1.43,0.75,0.45,0.83,0.15,0.38,0.98,38.5,0.6,0.45,0.23,0.6,2.03,0.75,0.0,31.58,0.68,4.13,12.6,15.6,2.4,31.5,3.45,1.13,32.6,1.88,54.3,19.73,146.93,66.68,1.58,0.9,1.35,1.5,22.8,0.0,0.9,1.88,0.08,0.0,0.0,0.0,3.75,0.38,0.9,29.4,1464,28.0,69.41822828771981,69.41822828771981,2,Secondary Attackers
Erick,1997-12-10,CampeonatoBrasileiro,Vitória,Left,Brazil,Att Mid / Wingers,646,0.14,0.28,0.42,0.14,0.0,0.0,0.42,0.0,0.08,0.08,0.31,0.4,4.6,5.85,12.4,1.81,0.56,30.8,0.08,0.25,19.4,0.0,0.05,0.06,0.06,33.72,44.72,75.4,575.53,188.64,16.3,18.25,89.3,13.93,17.41,80.0,2.93,5.71,51.2,0.25,3.76,2.51,2.51,0.56,39.98,4.6,0.56,0.28,0.28,5.02,1.39,2.65,1.11,0.84,0.0,0.14,2.37,5.57,3.9,0.84,0.42,0.0,0.42,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.53,0.84,0.56,0.84,0.14,0.28,0.56,50.0,0.28,0.56,0.0,0.56,2.09,0.84,0.14,56.84,0.42,5.15,23.96,28.84,3.62,56.84,6.97,4.04,58.0,2.65,38.0,38.87,267.63,143.78,3.07,1.39,1.81,1.95,43.05,0.0,1.53,2.09,0.0,0.0,0.14,0.0,3.62,0.42,0.7,37.5,1464,28.0,62.75389517497421,62.75389517497421,3,Elite Technicians
Wellington Rato,1992-06-28,CampeonatoBrasileiro,Vitória,Left,Brazil,Att Mid / Wingers,1052,0.09,0.43,0.51,0.09,0.0,0.0,0.17,0.0,0.19,0.19,0.3,0.49,2.05,4.02,7.7,1.88,0.51,27.3,0.05,0.17,17.0,0.09,0.1,-0.1,-0.1,34.99,46.71,74.9,696.05,199.76,14.71,16.6,88.7,13.77,17.11,80.5,5.82,11.55,50.4,0.23,2.57,3.34,1.71,0.86,39.7,7.02,1.71,0.17,1.88,7.96,1.11,4.02,1.71,1.97,0.0,0.0,0.6,3.94,2.91,0.86,0.0,0.17,0.0,0.0,0.77,0.43,0.26,0.0,0.09,0.0,0.0,0.94,0.26,0.34,0.43,0.17,0.51,1.54,33.3,1.03,0.6,0.09,0.17,1.11,0.77,0.0,54.5,0.77,6.25,24.72,23.87,2.99,54.5,1.37,0.77,56.3,0.6,43.8,32.77,177.6,73.15,2.14,1.37,1.37,1.2,39.95,0.0,0.86,1.71,0.34,0.0,0.0,0.0,3.25,0.6,0.51,53.8,1464,33.0,69.88496771589992,69.88496771589992,0,Hybrid Orchestrators
Carlos Eduardo,1996-10-10,CampeonatoBrasileiro,Vitória,Right,Brazil,Att Mid / Wingers,871,0.0,0.21,0.21,0.0,0.0,0.0,0.41,0.0,0.16,0.16,0.12,0.28,1.96,2.27,5.89,2.79,0.72,25.9,0.0,0.0,21.2,0.0,0.06,-0.16,-0.16,14.05,20.77,67.7,236.93,73.57,6.82,9.09,75.0,5.37,7.23,74.3,1.24,2.69,46.2,0.08,0.93,1.65,0.93,0.31,20.36,0.41,0.1,0.1,0.31,1.96,0.1,0.0,0.0,0.0,0.0,0.0,0.72,3.51,2.07,0.0,0.41,0.31,0.52,0.21,0.52,0.41,0.0,0.0,0.0,0.1,0.0,2.17,1.65,0.93,0.72,0.52,0.83,2.07,40.0,1.24,0.72,0.1,0.83,3.0,1.76,0.0,36.99,1.45,5.79,16.95,15.4,2.48,36.99,3.51,1.65,47.1,1.55,44.1,21.91,138.36,53.73,1.76,0.41,3.82,1.76,23.77,0.0,1.76,2.17,0.72,0.1,0.1,0.0,5.06,1.96,2.27,46.3,1464,29.0,67.54612081522787,67.54612081522787,1,Direct Dribbling Threats
Yeferson Soteldo,1997-06-30,CampeonatoBrasileiro,Santos,Right,Venezuela,Att Mid / Wingers,1673,0.27,0.11,0.38,0.27,0.0,0.0,0.11,0.0,0.16,0.16,0.25,0.4,6.46,4.25,7.42,1.45,0.54,37.0,0.19,0.5,16.2,0.0,0.11,0.11,0.11,26.52,34.81,76.2,403.52,120.93,14.26,16.78,84.9,9.68,12.91,75.0,1.34,2.26,59.5,0.25,2.64,1.78,1.99,0.38,33.62,1.13,0.32,0.05,0.11,4.25,0.32,0.43,0.11,0.27,0.0,0.05,1.24,4.79,3.23,0.32,0.59,0.27,0.38,0.0,0.22,0.16,0.0,0.0,0.05,0.0,0.0,0.81,0.43,0.32,0.38,0.11,0.32,0.91,35.3,0.59,0.65,0.11,0.38,1.18,0.27,0.05,45.94,0.59,4.3,17.21,25.39,5.54,45.94,6.46,3.34,51.7,2.91,45.0,33.57,297.33,151.7,2.64,3.17,2.64,2.85,37.33,0.0,0.38,2.04,0.16,0.0,0.0,0.0,3.77,0.0,0.54,0.0,1419,28.0,68.68187382297553,68.68187382297553,4,World-Class Wingers
Gabriel Veron,2002-09-03,CampeonatoBrasileiro,Santos,Right,Brazil,Att Mid / Wingers,1611,0.34,0.11,0.45,0.34,0.0,0.0,0.17,0.0,0.23,0.23,0.08,0.31,1.34,1.9,5.59,1.34,0.56,41.7,0.25,0.6,15.4,0.0,0.17,0.11,0.11,16.09,21.45,75.0,207.32,47.32,10.11,12.12,83.4,4.47,5.75,77.7,0.39,1.01,38.9,0.06,1.17,0.95,0.84,0.06,21.12,0.22,0.0,0.06,0.22,0.45,0.17,0.0,0.0,0.0,0.0,0.11,0.84,2.12,1.79,0.0,0.11,0.06,0.11,0.06,0.22,0.17,0.0,0.06,0.0,0.0,0.0,1.4,1.17,0.39,0.61,0.39,0.39,1.34,29.2,0.95,0.84,0.06,0.45,1.84,1.06,0.0,30.06,1.01,4.36,11.9,14.41,2.91,30.06,2.07,0.78,37.8,1.28,62.2,17.93,86.31,43.3,1.17,0.5,1.4,1.01,21.68,0.0,1.06,0.34,0.11,0.0,0.0,0.0,2.63,0.5,0.89,36.0,1419,23.0,68.77431396287328,68.77431396287328,2,Secondary Attackers
Luis Mandaca,2001-10-02,CampeonatoBrasileiro,Juventude,Right,Brazil,Att Mid / Wingers,1101,0.33,0.16,0.49,0.33,0.0,0.0,0.41,0.0,0.4,0.4,0.13,0.53,1.96,3.35,4.82,2.86,1.14,40.0,0.11,0.29,17.1,0.0,0.16,-0.07,-0.07,19.29,26.24,73.5,292.4,99.81,10.05,12.51,80.4,7.44,9.16,81.3,0.98,2.13,46.2,0.16,1.55,2.45,0.74,0.16,25.42,0.49,0.25,0.16,0.0,0.74,0.08,0.0,0.0,0.0,0.0,0.33,0.82,3.84,2.37,0.0,0.41,0.41,0.41,0.25,0.33,0.16,0.0,0.0,0.08,0.0,0.08,1.8,0.98,0.41,0.98,0.41,0.57,1.23,46.7,0.65,1.72,0.25,0.41,2.21,0.74,0.0,41.04,1.55,6.95,18.72,15.94,4.58,41.04,3.6,1.14,31.8,1.96,54.5,19.95,113.22,60.16,1.14,0.65,1.8,1.88,26.16,0.0,1.72,1.63,0.0,0.0,0.08,0.0,3.27,1.72,1.88,47.7,1393,24.0,71.21348533763788,71.21348533763788,2,Secondary Attackers
Jean Carlos Vicente,1992-02-15,CampeonatoBrasileiro,Juventude,Left,Brazil,Att Mid / Wingers,1031,0.35,0.17,0.52,0.35,0.0,0.0,0.26,0.0,0.15,0.15,0.24,0.38,2.27,4.54,3.32,2.44,0.79,32.1,0.14,0.44,27.0,0.79,0.06,0.2,0.2,22.87,36.49,62.7,437.87,169.96,9.86,13.01,75.8,8.38,11.96,70.1,4.02,9.17,43.8,0.22,2.18,3.23,1.48,0.7,29.77,6.72,1.75,0.26,0.35,7.86,0.35,3.93,2.36,1.31,0.0,0.0,0.96,4.19,2.01,1.4,0.35,0.17,0.09,0.17,0.61,0.26,0.17,0.0,0.0,0.0,0.17,0.7,0.35,0.0,0.61,0.09,0.26,0.79,33.3,0.52,0.52,0.09,0.52,1.22,0.35,0.0,44.17,0.7,4.02,20.86,19.47,1.13,44.17,1.05,0.79,75.0,0.26,25.0,24.27,156.69,65.65,1.13,0.17,2.18,0.7,28.37,0.0,1.22,0.79,0.09,0.0,0.09,0.0,3.4,0.61,0.79,43.8,1393,33.0,69.34075195049773,69.34075195049773,0,Hybrid Orchestrators
Nenê,1981-07-19,CampeonatoBrasileiro,Juventude,Left,Brazil,Att Mid / Wingers,1506,0.18,0.24,0.42,0.18,0.0,0.0,0.3,0.06,0.1,0.1,0.26,0.35,1.37,4.36,5.5,1.37,0.6,43.5,0.13,0.3,23.9,0.12,0.07,0.08,0.08,24.5,40.46,60.6,539.1,194.58,8.9,11.41,78.0,9.44,13.75,68.7,5.8,12.13,47.8,0.29,2.81,2.51,1.26,0.66,30.48,9.5,3.71,0.36,0.72,9.44,0.66,4.36,2.69,1.67,0.0,0.48,1.55,4.48,2.39,1.85,0.0,0.06,0.18,0.0,0.24,0.12,0.12,0.0,0.0,0.0,0.0,0.6,0.54,0.36,0.18,0.06,0.24,1.31,18.2,1.08,0.48,0.06,0.24,0.84,0.36,0.0,47.87,0.24,4.9,21.27,22.23,2.15,47.87,1.55,0.72,46.2,0.66,42.3,24.32,110.2,49.12,1.14,0.3,2.09,0.96,30.72,0.06,0.9,2.39,0.18,0.0,0.0,0.0,3.41,0.36,0.96,27.3,1393,44.0,71.51450889035637,71.51450889035637,0,Hybrid Orchestrators
Ousmane Dembélé,1997-05-15,Ligue1,Paris Saint-Germain,Both,France,Att Mid / Wingers,1730,1.09,0.31,1.4,1.04,0.05,0.05,0.05,0.0,0.86,0.82,0.43,1.25,6.61,7.13,13.11,4.99,2.55,51.0,0.21,0.41,16.0,0.0,0.16,0.23,0.22,43.91,55.56,79.0,699.87,191.71,23.41,27.57,84.9,15.4,18.57,82.9,3.75,5.46,68.6,0.37,3.28,4.84,2.86,0.16,51.29,3.85,0.47,0.68,0.52,4.16,0.16,2.5,0.73,0.83,0.0,0.42,1.87,5.72,3.9,0.83,0.47,0.31,0.16,0.05,0.78,0.57,0.0,0.05,0.1,0.05,0.0,0.57,0.26,0.0,0.36,0.21,0.21,0.62,33.3,0.42,0.16,0.0,0.47,1.04,0.1,0.05,68.83,0.1,2.45,25.02,41.88,8.38,68.77,4.94,2.19,44.2,2.65,53.7,45.68,315.47,179.32,4.53,3.43,2.13,1.66,58.63,0.0,0.42,0.73,0.47,0.05,0.0,0.0,2.03,0.21,0.31,40.0,1975,28.0,84.56407088259033,84.56407088259033,4,World-Class Wingers
Lee Kang-in,2001-02-19,Ligue1,Paris Saint-Germain,Left,Korea Republic,Att Mid / Wingers,1663,0.32,0.32,0.65,0.32,0.0,0.0,0.05,0.0,0.19,0.19,0.3,0.49,2.71,7.74,7.47,2.22,0.76,34.1,0.15,0.43,19.0,0.05,0.09,0.14,0.14,60.07,68.62,87.5,932.47,228.11,33.39,35.45,94.2,19.05,21.27,89.6,5.25,8.01,65.5,0.35,3.03,5.57,2.33,0.38,62.18,6.17,0.81,0.7,0.54,5.09,0.38,4.55,1.3,1.73,0.0,0.27,0.87,5.25,3.79,1.14,0.16,0.16,0.0,0.0,0.32,0.27,0.05,0.0,0.0,0.0,0.0,1.35,0.92,0.38,0.6,0.38,1.03,1.89,54.3,0.87,0.6,0.05,0.16,1.52,0.16,0.05,77.5,0.7,5.79,33.34,38.97,3.68,77.5,2.76,1.57,56.9,1.03,37.3,50.76,266.97,118.74,2.44,0.97,1.19,1.41,63.43,0.0,1.14,1.52,0.05,0.0,0.0,0.0,3.95,0.27,0.54,33.3,1975,24.0,83.00885794995966,86.46121412157879,3,Elite Technicians
Désiré Doué,2005-06-03,Ligue1,Paris Saint-Germain,Right,France,Att Mid / Wingers,1730,0.31,0.31,0.62,0.31,0.0,0.0,0.05,0.0,0.27,0.27,0.41,0.68,5.05,7.23,12.07,2.86,1.04,36.4,0.11,0.3,17.9,0.0,0.09,0.05,0.05,48.54,58.94,82.3,723.95,174.33,26.95,29.65,90.9,17.17,20.76,82.7,2.5,4.58,54.5,0.3,2.86,4.32,2.65,0.83,55.46,3.43,0.57,0.42,0.36,4.06,1.25,1.2,0.42,0.26,0.05,0.05,1.09,5.67,4.37,0.05,0.73,0.21,0.26,0.05,1.25,0.78,0.0,0.21,0.05,0.16,0.05,2.5,1.56,0.78,0.99,0.73,1.25,2.65,47.1,1.4,1.35,0.0,0.68,3.17,0.36,0.0,76.01,0.21,7.13,33.61,36.47,6.4,76.01,6.71,2.97,44.2,3.17,47.3,46.77,298.09,160.02,2.6,2.45,2.81,1.92,60.55,0.0,1.46,2.29,0.05,0.1,0.0,0.0,4.84,0.42,0.52,44.4,1975,20.0,83.08328216408975,93.08571397587193,4,World-Class Wingers
Khvicha Kvaratskhelia,2001-02-12,Ligue1,Paris Saint-Germain,Right,Georgia,Att Mid / Wingers,916,0.39,0.29,0.69,0.39,0.0,0.0,0.0,0.0,0.32,0.32,0.48,0.81,4.91,4.22,12.87,3.34,1.47,44.1,0.12,0.27,19.0,0.2,0.1,0.07,0.07,45.98,53.74,85.6,647.0,145.41,28.89,30.85,93.6,13.66,15.92,85.8,1.87,3.34,55.9,0.37,2.46,3.14,1.97,0.39,49.81,3.73,0.49,0.49,0.29,3.24,0.49,2.65,0.59,1.18,0.0,0.2,1.47,5.9,3.83,0.29,0.88,0.29,0.29,0.29,0.79,0.49,0.0,0.2,0.1,0.0,0.0,1.87,1.28,0.39,1.18,0.29,1.28,2.26,56.5,0.98,0.69,0.0,0.2,2.06,0.39,0.0,65.63,0.39,3.05,23.78,39.69,6.98,65.63,5.21,2.46,47.2,2.46,47.2,43.62,289.55,149.05,3.64,2.75,1.87,2.46,54.53,0.0,1.18,1.77,0.0,0.0,0.0,0.0,2.65,0.29,0.49,37.5,1975,24.0,81.77525342181269,85.17630371703181,4,World-Class Wingers
Mason Greenwood,2001-10-01,Ligue1,Marseille,Left,England,Att Mid / Wingers,2804,0.67,0.16,0.83,0.45,0.22,0.29,0.1,0.0,0.52,0.29,0.18,0.48,4.04,5.04,9.47,3.56,1.44,40.5,0.13,0.31,19.8,0.1,0.08,0.15,0.16,34.95,44.58,78.4,581.85,136.41,17.81,20.73,85.9,12.68,15.25,83.2,3.34,5.97,55.9,0.25,1.51,2.5,2.25,0.45,42.14,2.28,0.42,0.42,0.8,3.53,0.26,1.38,0.93,0.13,0.0,0.16,0.83,3.95,2.5,0.42,0.39,0.39,0.22,0.03,0.61,0.48,0.0,0.03,0.06,0.03,0.0,1.12,0.58,0.32,0.45,0.35,0.51,1.25,41.0,0.74,0.22,0.0,0.39,1.51,0.16,0.06,56.04,0.13,3.43,23.3,29.82,4.85,55.75,4.14,1.73,41.9,2.12,51.2,38.97,225.96,115.84,2.28,2.15,2.02,1.41,46.57,0.0,0.77,1.19,0.06,0.06,0.0,0.0,2.82,0.26,0.22,53.3,1757,24.0,80.10183883622027,81.29724242496874,4,World-Class Wingers
Adrien Rabiot,1995-04-03,Ligue1,Marseille,Left,France,Att Mid / Wingers,2485,0.33,0.14,0.47,0.33,0.0,0.0,0.14,0.0,0.26,0.26,0.14,0.4,2.86,6.08,6.3,1.74,0.8,45.8,0.19,0.41,13.2,0.0,0.15,0.06,0.06,47.41,55.88,84.8,652.67,145.99,28.1,30.75,91.4,15.57,18.11,86.0,1.38,2.43,56.7,0.14,1.01,5.32,0.87,0.18,54.62,1.16,0.69,0.22,0.0,1.45,0.4,0.0,0.0,0.0,0.0,0.11,1.38,2.39,1.92,0.0,0.18,0.22,0.07,0.0,0.4,0.29,0.0,0.07,0.0,0.04,0.0,1.77,1.12,0.62,0.76,0.4,0.69,1.16,59.4,0.47,0.76,0.07,0.76,2.54,1.16,0.0,65.99,1.3,8.22,35.02,23.32,3.62,65.99,1.81,0.94,52.0,0.83,46.0,39.69,211.4,101.95,1.88,0.58,1.88,1.12,52.33,0.0,1.92,1.2,0.43,0.0,0.04,0.0,4.49,1.23,0.94,56.7,1757,30.0,78.66794815305728,78.66794815305728,0,Hybrid Orchestrators
Amine Harit,1997-06-18,Ligue1,Marseille,Right,Morocco,Att Mid / Wingers,519,0.35,0.69,1.04,0.35,0.0,0.0,0.17,0.17,0.14,0.14,0.42,0.55,2.25,6.07,5.9,1.39,0.87,62.5,0.25,0.4,19.1,0.17,0.1,0.21,0.21,36.94,44.22,83.5,509.48,150.0,22.02,23.58,93.4,12.14,13.7,88.6,1.21,2.95,41.2,0.26,3.29,3.12,1.39,0.0,40.23,3.12,1.21,0.69,0.17,1.21,0.0,1.04,0.52,0.17,0.0,0.87,1.04,5.72,4.68,0.35,0.17,0.0,0.35,0.17,1.39,1.21,0.0,0.0,0.0,0.17,0.0,1.39,1.21,0.0,1.04,0.35,0.17,0.35,50.0,0.17,1.04,0.0,0.52,1.91,0.17,0.17,54.28,0.17,4.51,27.57,22.72,3.47,54.28,3.47,1.39,40.0,1.56,45.0,38.32,199.6,97.63,2.77,0.69,2.6,2.08,44.91,0.0,1.04,2.6,0.0,0.17,0.0,0.0,4.16,0.17,0.87,16.7,1757,28.0,68.66094868604415,68.66094868604415,3,Elite Technicians
Maghnes Akliouche,2002-02-25,Ligue1,Monaco,Left,France,Att Mid / Wingers,2406,0.19,0.37,0.56,0.15,0.04,0.04,0.07,0.0,0.34,0.31,0.27,0.59,4.75,6.47,8.45,2.28,0.64,27.9,0.07,0.24,16.0,0.07,0.14,-0.16,-0.16,37.0,45.49,81.3,519.46,153.29,22.59,25.06,90.1,10.89,13.32,81.7,2.02,3.25,62.1,0.29,1.83,3.37,2.39,0.11,43.5,1.61,0.37,0.3,0.3,1.98,0.6,0.64,0.41,0.07,0.0,0.37,1.27,4.45,3.25,0.11,0.45,0.22,0.3,0.11,0.71,0.64,0.0,0.0,0.07,0.0,0.0,1.91,1.16,0.45,0.9,0.56,0.71,1.53,46.3,0.82,0.79,0.0,0.56,2.47,0.49,0.0,58.58,0.82,5.61,24.09,29.7,5.84,58.54,3.85,1.87,48.5,1.87,48.5,37.37,246.17,136.65,3.67,1.76,2.92,1.76,42.98,0.0,1.16,1.42,0.3,0.0,0.0,0.0,4.9,0.19,0.86,17.9,1762,23.0,78.7859775227707,81.38366762303265,4,World-Class Wingers
Takumi Minamino,1995-01-16,Ligue1,Monaco,Right,Japan,Att Mid / Wingers,2231,0.24,0.12,0.36,0.24,0.0,0.0,0.16,0.0,0.36,0.36,0.27,0.63,2.06,4.6,7.79,2.3,0.81,35.1,0.11,0.3,14.7,0.0,0.16,-0.12,-0.12,20.98,29.69,70.7,296.14,102.67,12.67,15.81,80.1,6.62,9.04,73.2,0.81,1.94,41.7,0.19,1.61,2.66,1.33,0.0,28.8,0.61,0.08,0.61,0.08,0.93,0.24,0.0,0.0,0.0,0.0,0.28,1.21,3.23,2.7,0.0,0.24,0.24,0.0,0.04,0.28,0.2,0.0,0.04,0.04,0.0,0.0,1.33,0.77,0.28,0.56,0.48,0.61,1.69,35.7,1.09,1.05,0.04,0.4,1.73,0.81,0.0,40.99,0.97,3.83,18.19,19.32,5.45,40.99,1.61,0.48,30.0,0.97,60.0,22.87,124.09,60.35,1.13,1.09,2.26,0.93,28.6,0.0,1.25,0.93,0.4,0.0,0.0,0.0,3.55,0.77,1.21,38.8,1762,30.0,77.78413896903236,77.78413896903236,2,Secondary Attackers
Eliesse Ben Seghir,2005-02-16,Ligue1,Monaco,Right,Morocco,Att Mid / Wingers,1750,0.31,0.15,0.46,0.21,0.1,0.1,0.0,0.0,0.28,0.21,0.27,0.48,4.37,6.27,8.74,2.98,0.98,32.8,0.07,0.21,20.9,0.15,0.07,0.03,-0.01,38.78,48.91,79.3,547.1,156.45,23.35,26.49,88.2,11.98,15.07,79.5,1.75,3.91,44.7,0.24,1.7,3.65,2.31,0.21,45.51,3.29,0.62,0.72,0.15,2.67,0.41,1.75,0.93,0.57,0.0,0.1,0.93,3.96,2.93,0.36,0.05,0.41,0.21,0.0,0.36,0.21,0.05,0.0,0.05,0.05,0.0,1.59,1.13,0.62,0.62,0.36,0.93,1.65,56.3,0.72,1.03,0.0,0.67,2.26,0.21,0.0,63.98,0.15,4.94,27.87,32.09,3.24,63.87,4.94,1.8,36.5,2.83,57.3,43.35,286.41,155.52,4.27,1.29,3.03,1.8,50.81,0.0,1.29,2.83,0.1,0.0,0.0,0.0,4.42,0.67,1.13,37.1,1762,20.0,79.07819491768895,86.38219062857155,3,Elite Technicians
