Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Ayouba Kosiah,2001-07-22,BelgianPro,Beerschot Wilrijk,Left,Liberia,Forwards,520,0.17,0.0,0.17,0.17,0.0,0.0,0.35,0.0,0.33,0.33,0.05,0.38,0.69,1.21,3.81,2.42,0.52,21.4,0.07,0.33,12.0,0.0,0.13,-0.16,-0.16,11.25,16.62,67.7,145.9,26.13,7.1,9.17,77.4,2.77,4.67,59.3,0.52,0.87,60.0,0.02,1.21,0.87,0.17,0.0,15.75,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2.08,1.38,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.04,0.35,0.69,0.35,0.52,0.87,60.0,0.35,0.52,0.0,0.0,1.38,0.52,0.17,25.96,0.87,2.25,13.5,10.56,3.81,25.96,0.52,0.17,33.3,0.35,66.7,17.65,92.94,31.15,0.17,0.52,2.25,1.56,18.17,0.0,2.42,0.87,1.9,0.17,0.0,0.0,1.9,2.08,5.37,27.9,1335,24.0,56.850034543303295,56.850034543303295,4,Physical Disruptors
Eduardo Sasha,1992-02-24,CampeonatoBrasileiro,Red Bull Bragantino,Right,Brazil,Forwards,2079,0.35,0.17,0.52,0.3,0.04,0.04,0.3,0.04,0.23,0.2,0.11,0.31,1.08,2.51,4.81,2.29,1.13,49.1,0.13,0.27,15.3,0.0,0.09,0.11,0.1,15.19,22.21,68.4,221.13,51.69,8.23,11.0,74.8,5.06,6.93,73.1,1.04,1.56,66.7,0.1,1.26,1.43,0.56,0.0,21.13,1.0,0.13,0.13,0.09,0.56,0.13,0.0,0.0,0.0,0.0,0.09,0.78,2.34,1.73,0.04,0.09,0.22,0.22,0.04,0.35,0.26,0.0,0.04,0.04,0.0,0.0,0.39,0.17,0.17,0.13,0.09,0.26,0.52,50.0,0.26,0.61,0.13,0.17,0.56,0.87,0.0,31.43,1.21,2.86,13.46,15.28,3.59,31.39,1.43,0.48,33.3,0.91,63.6,17.53,74.16,28.92,0.82,0.26,2.08,0.69,22.73,0.0,0.87,1.69,0.22,0.0,0.0,0.0,1.99,2.9,4.29,40.4,1565,33.0,73.07523732230268,73.07523732230268,4,Physical Disruptors
Paulinho,2000-07-15,CampeonatoBrasileiro,Palmeiras,Right,Brazil,Forwards,1991,0.36,0.05,0.41,0.32,0.05,0.05,0.14,0.05,0.27,0.23,0.07,0.3,2.44,3.57,7.14,1.63,0.77,47.2,0.19,0.41,15.6,0.0,0.14,0.09,0.09,33.45,38.78,86.2,477.17,95.92,20.43,22.15,92.2,9.9,11.26,88.0,1.85,2.4,77.4,0.09,1.45,2.49,0.81,0.18,37.61,1.04,0.09,0.05,0.09,0.77,0.41,0.32,0.0,0.0,0.0,0.14,0.9,4.02,3.25,0.09,0.27,0.23,0.18,0.0,0.14,0.09,0.0,0.0,0.0,0.05,0.0,1.13,0.68,0.27,0.59,0.27,0.27,0.72,37.5,0.45,0.63,0.14,0.27,1.4,0.68,0.0,47.92,0.72,5.15,21.83,21.92,3.07,47.87,2.49,1.4,56.4,1.08,43.6,30.6,188.54,86.16,2.67,0.86,1.99,1.85,38.33,0.0,0.45,0.9,0.45,0.05,0.0,0.0,4.25,0.45,1.31,25.6,1718,25.0,75.63989183852266,75.63989183852266,2,Creative Withdrawn Forwards
Pedro,1997-06-20,CampeonatoBrasileiro,Flamengo,Right,Brazil,Forwards,1653,0.6,0.27,0.87,0.38,0.22,0.27,0.16,0.0,0.58,0.36,0.12,0.48,0.87,1.96,4.03,2.29,1.2,52.4,0.17,0.32,15.8,0.0,0.16,0.02,0.02,12.03,16.06,74.9,171.45,40.62,6.64,8.55,77.7,3.54,4.3,82.3,0.76,0.98,77.8,0.13,1.25,0.82,0.6,0.0,14.54,1.42,0.0,0.38,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.44,2.61,1.91,0.0,0.16,0.22,0.16,0.16,0.6,0.38,0.0,0.05,0.05,0.11,0.0,0.65,0.27,0.0,0.33,0.33,0.11,0.27,40.0,0.16,0.82,0.11,0.33,0.98,0.82,0.0,26.41,0.82,1.74,11.76,13.01,4.95,26.13,1.96,0.82,41.7,1.03,52.8,13.88,54.83,20.42,0.44,0.54,2.07,1.14,19.0,0.0,0.76,1.47,0.16,0.05,0.0,0.0,1.52,1.52,1.91,44.4,1683,28.0,77.73199996473915,77.73199996473915,5,Dynamic Strike-Runners
Gabriel Barbosa,1996-08-30,CampeonatoBrasileiro,Cruzeiro,Left,Brazil,Forwards,754,0.48,0.12,0.6,0.24,0.24,0.24,0.24,0.0,0.62,0.43,0.11,0.54,2.03,2.86,5.01,2.98,0.95,32.0,0.08,0.25,18.3,0.0,0.14,-0.14,-0.19,19.81,23.28,85.1,289.81,58.97,11.46,12.18,94.1,6.57,8.0,82.1,0.95,1.55,61.5,0.1,1.07,1.67,1.31,0.24,21.01,2.27,0.12,0.12,0.0,1.31,0.12,0.12,0.0,0.0,0.0,0.0,0.36,1.43,0.95,0.12,0.12,0.24,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.6,0.36,0.24,0.24,0.12,0.36,0.95,37.5,0.6,0.24,0.0,0.0,0.6,0.0,0.0,30.08,0.24,1.19,13.49,15.4,4.18,29.84,0.72,0.24,33.3,0.36,50.0,19.81,103.01,48.1,1.91,0.12,1.43,0.36,21.96,0.0,0.24,0.72,1.19,0.0,0.0,0.0,1.67,0.24,0.72,25.0,1550,29.0,68.39242369201729,68.39242369201729,4,Physical Disruptors
Yannick Bolasie,1989-05-24,CampeonatoBrasileiro,Cruzeiro,Right,Congo DR,Forwards,2377,0.3,0.15,0.45,0.3,0.0,0.0,0.15,0.0,0.28,0.28,0.07,0.35,2.39,2.08,6.51,2.84,1.36,48.0,0.11,0.22,17.6,0.0,0.1,0.02,0.02,13.33,19.61,68.0,206.09,55.01,7.31,9.28,78.8,3.86,5.76,67.1,1.17,1.93,60.8,0.08,0.76,1.17,0.61,0.27,19.05,0.38,0.0,0.04,0.11,2.23,0.08,0.0,0.0,0.0,0.0,0.19,0.83,2.35,1.36,0.0,0.45,0.3,0.15,0.08,0.3,0.19,0.0,0.08,0.04,0.0,0.0,0.98,0.68,0.27,0.23,0.49,0.27,0.64,41.2,0.38,0.72,0.08,0.15,1.14,0.53,0.0,30.14,0.8,2.46,11.89,16.28,3.79,30.14,2.39,0.91,38.1,1.29,54.0,18.02,118.13,57.25,1.25,1.02,2.46,1.44,23.44,0.0,1.4,0.98,0.57,0.0,0.0,0.0,2.69,1.63,1.89,46.2,1550,36.0,72.33720619354335,72.33720619354335,5,Dynamic Strike-Runners
Germán Cano,1988-02-02,CampeonatoBrasileiro,Fluminense,Right,Argentina,Forwards,1611,0.22,0.0,0.22,0.22,0.0,0.0,0.34,0.0,0.32,0.32,0.09,0.41,0.22,1.12,2.29,2.35,1.12,47.6,0.1,0.2,16.8,0.0,0.14,-0.1,-0.1,12.96,16.87,76.8,203.74,29.89,6.87,8.27,83.1,4.19,5.36,78.1,1.17,1.56,75.0,0.06,0.67,0.61,0.22,0.06,14.75,2.12,0.0,0.06,0.45,0.39,0.06,0.0,0.0,0.0,0.0,0.0,0.73,1.06,0.89,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.28,0.11,0.28,0.11,0.22,0.5,44.4,0.28,0.22,0.11,0.06,0.56,0.56,0.06,24.58,1.01,3.58,11.68,9.66,3.18,24.58,1.01,0.34,33.3,0.56,55.6,11.79,42.23,13.52,0.45,0.22,1.9,0.73,15.75,0.0,0.61,0.39,0.17,0.0,0.0,0.0,1.84,0.5,1.4,26.5,1568,37.0,71.57485629442658,71.57485629442658,4,Physical Disruptors
Pedro Raul,1996-11-05,CampeonatoBrasileiro,Ceará,Right,Brazil,Forwards,539,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.23,0.23,0.07,0.3,1.0,1.67,7.01,2.34,0.67,28.6,0.0,0.0,13.8,0.0,0.1,-0.23,-0.23,12.02,19.04,63.2,126.4,25.05,7.18,10.19,70.5,2.5,4.01,62.5,0.17,0.33,50.0,0.13,1.0,0.67,0.83,0.0,17.03,1.67,0.0,0.17,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,1.34,2.5,1.67,0.0,0.0,0.5,0.0,0.33,0.33,0.17,0.0,0.0,0.17,0.0,0.0,1.84,1.5,0.0,1.5,0.33,0.83,1.5,55.6,0.67,0.67,0.17,0.0,1.84,1.0,0.0,31.39,1.0,2.34,16.53,13.36,5.84,31.39,1.0,0.67,66.7,0.33,33.3,14.19,55.94,24.38,0.67,0.5,3.51,1.17,19.54,0.0,2.0,1.84,0.33,0.0,0.0,0.0,3.34,3.01,4.51,40.0,1474,29.0,58.81593137203523,58.81593137203523,0,Aerial Target Men
Yuri Alberto,2001-03-18,CampeonatoBrasileiro,Corinthians,Right,Brazil,Forwards,2197,0.61,0.16,0.78,0.49,0.12,0.12,0.25,0.04,0.44,0.34,0.08,0.42,2.13,1.27,7.05,3.24,1.35,41.8,0.15,0.36,16.5,0.0,0.11,0.18,0.15,12.17,16.88,72.1,156.04,28.92,7.17,9.18,78.1,3.32,4.01,82.7,0.45,0.82,55.0,0.05,0.9,0.78,0.53,0.0,14.99,1.76,0.0,0.04,0.08,0.37,0.04,0.0,0.0,0.0,0.0,0.12,0.61,2.58,1.6,0.0,0.16,0.41,0.33,0.08,0.41,0.25,0.0,0.04,0.0,0.08,0.04,0.41,0.2,0.04,0.16,0.2,0.12,0.37,33.3,0.25,0.45,0.04,0.33,0.74,0.53,0.0,27.69,0.57,1.39,11.51,15.2,5.12,27.57,2.13,0.86,40.4,1.11,51.9,17.16,99.46,45.02,0.94,1.19,2.46,1.39,20.56,0.0,1.39,1.64,0.7,0.04,0.0,0.0,2.74,1.31,2.62,33.3,1583,24.0,74.55634335026916,74.55634335026916,5,Dynamic Strike-Runners
Memphis,1994-02-13,CampeonatoBrasileiro,Corinthians,Right,Netherlands,Forwards,793,0.79,0.11,0.91,0.68,0.11,0.11,0.23,0.0,0.42,0.33,0.1,0.44,2.72,3.52,7.04,3.75,1.59,42.4,0.18,0.43,19.5,0.34,0.09,0.37,0.35,24.86,30.98,80.2,334.69,86.14,14.53,17.25,84.2,6.58,7.6,86.6,1.48,2.72,54.2,0.15,1.48,2.04,0.91,0.0,27.58,3.29,0.23,0.23,0.11,0.68,0.23,1.13,0.0,0.11,0.0,0.11,0.68,4.2,2.72,0.11,0.45,0.45,0.45,0.0,0.68,0.34,0.0,0.11,0.0,0.23,0.0,1.02,0.79,0.23,0.57,0.23,0.57,1.02,55.6,0.45,0.45,0.11,0.23,1.25,0.34,0.0,43.35,0.45,2.61,21.22,20.2,4.2,43.24,3.52,1.48,41.9,1.59,45.2,28.6,132.45,62.53,1.48,1.02,2.61,2.27,33.93,0.0,0.68,1.7,0.45,0.0,0.0,0.0,2.95,0.34,0.34,50.0,1583,31.0,71.41294400385185,71.41294400385185,1,Hybrid Line Leaders
Ángel Romero,1992-07-04,CampeonatoBrasileiro,Corinthians,Right,Paraguay,Forwards,1449,0.31,0.25,0.56,0.31,0.0,0.06,0.37,0.0,0.32,0.27,0.17,0.45,2.05,3.29,8.76,2.8,0.75,26.7,0.11,0.42,17.1,0.25,0.1,-0.01,0.04,25.16,33.79,74.4,377.58,102.36,14.1,16.21,87.0,7.58,9.75,77.7,1.93,3.29,58.5,0.14,1.37,2.61,1.12,0.37,32.8,0.87,0.25,0.25,0.12,3.29,0.31,0.0,0.0,0.0,0.0,0.12,1.49,3.29,2.48,0.0,0.25,0.19,0.31,0.06,0.43,0.31,0.0,0.0,0.06,0.06,0.0,0.81,0.43,0.12,0.56,0.12,0.5,1.99,25.0,1.49,0.93,0.0,0.37,1.18,0.81,0.0,45.28,0.81,3.04,19.57,23.17,3.42,45.22,2.98,1.49,50.0,1.37,45.8,30.19,136.65,59.32,1.43,0.5,2.3,1.37,36.77,0.0,1.24,2.61,0.56,0.06,0.0,0.0,3.48,1.55,1.86,45.5,1583,33.0,73.45262671540057,73.45262671540057,2,Creative Withdrawn Forwards
Rony,1995-05-11,CampeonatoBrasileiro,Atlético Mineiro,Right,Brazil,Forwards,1721,0.21,0.1,0.31,0.21,0.0,0.0,0.21,0.0,0.43,0.43,0.14,0.58,1.15,1.05,6.54,3.14,1.15,36.7,0.07,0.18,13.6,0.0,0.14,-0.22,-0.22,11.14,15.9,70.1,168.65,29.81,6.48,7.95,81.6,3.35,4.55,73.6,0.89,1.93,45.9,0.09,1.2,0.52,0.68,0.26,14.64,1.26,0.05,0.05,0.1,1.93,0.42,0.0,0.0,0.0,0.0,0.0,0.58,3.09,2.25,0.0,0.1,0.31,0.37,0.05,0.21,0.1,0.0,0.0,0.05,0.05,0.0,1.1,0.68,0.16,0.58,0.37,0.26,0.63,41.7,0.37,0.58,0.05,0.21,1.31,0.73,0.0,25.31,0.63,2.09,8.16,15.22,5.02,25.31,1.2,0.68,56.5,0.47,39.1,13.7,61.13,23.48,0.21,0.47,1.62,0.99,17.15,0.0,1.36,1.52,0.89,0.0,0.0,0.0,2.3,1.2,3.77,24.2,1533,30.0,72.82888946071809,72.82888946071809,5,Dynamic Strike-Runners
Hulk,1986-07-25,CampeonatoBrasileiro,Atlético Mineiro,Left,Brazil,Forwards,1892,0.48,0.24,0.71,0.29,0.19,0.24,0.24,0.05,0.45,0.27,0.09,0.36,1.81,2.85,6.8,3.42,0.95,27.8,0.08,0.3,26.8,1.24,0.08,0.02,0.02,21.88,29.21,74.9,348.96,71.54,11.84,14.65,80.8,7.18,8.75,82.1,1.86,3.42,54.2,0.11,1.19,1.52,1.05,0.05,25.07,4.04,1.05,0.24,0.52,1.52,0.57,0.71,0.14,0.19,0.05,0.1,0.76,3.95,1.81,0.48,0.29,0.62,0.71,0.05,0.67,0.24,0.05,0.1,0.24,0.05,0.0,0.48,0.24,0.05,0.24,0.19,0.19,0.52,36.4,0.33,0.38,0.1,0.05,0.52,0.67,0.0,42.67,0.81,2.38,18.27,22.55,3.23,42.43,4.14,1.81,43.7,2.05,49.4,26.4,139.23,61.79,1.66,1.09,2.9,2.95,34.3,0.05,1.14,3.33,0.33,0.05,0.0,0.0,2.38,1.09,1.66,39.7,1533,39.0,72.00486728656394,72.00486728656394,2,Creative Withdrawn Forwards
Martin Braithwaite,1991-06-05,CampeonatoBrasileiro,Grêmio,Right,Denmark,Forwards,1462,0.49,0.12,0.62,0.49,0.0,0.0,0.12,0.0,0.34,0.34,0.09,0.43,1.17,1.91,4.8,2.4,0.92,38.5,0.21,0.53,12.5,0.0,0.14,0.15,0.15,14.22,19.27,73.8,180.92,32.32,9.05,11.27,80.3,3.94,5.48,71.9,0.31,0.68,45.5,0.1,0.8,0.74,0.68,0.0,16.93,2.15,0.0,0.31,0.12,0.37,0.0,0.06,0.0,0.0,0.0,0.18,0.55,1.97,1.35,0.0,0.12,0.37,0.12,0.0,0.43,0.25,0.0,0.06,0.12,0.0,0.0,0.55,0.37,0.0,0.31,0.25,0.31,0.55,55.6,0.25,0.37,0.0,0.06,0.62,1.17,0.0,29.36,0.99,2.15,14.1,13.6,4.19,29.36,1.72,0.68,39.3,0.92,53.6,16.31,79.47,29.73,0.8,0.62,2.89,1.29,21.3,0.0,1.54,1.42,0.43,0.0,0.0,0.06,2.4,2.28,1.97,53.6,1511,34.0,72.5979333967324,72.5979333967324,5,Dynamic Strike-Runners
Jonathan Calleri,1993-09-23,CampeonatoBrasileiro,São Paulo,Right,Argentina,Forwards,2047,0.22,0.18,0.4,0.22,0.0,0.0,0.26,0.0,0.25,0.25,0.06,0.3,1.06,1.23,4.92,1.89,0.57,30.2,0.12,0.38,13.2,0.0,0.14,-0.03,-0.03,12.27,18.64,65.8,168.17,31.7,7.43,9.94,74.8,3.39,4.88,69.4,0.57,1.01,56.5,0.06,0.84,0.88,0.44,0.18,17.67,0.92,0.0,0.04,0.18,1.14,0.0,0.0,0.0,0.0,0.0,0.04,0.75,2.11,1.45,0.0,0.18,0.31,0.13,0.04,0.48,0.26,0.0,0.04,0.13,0.04,0.0,0.48,0.4,0.0,0.4,0.09,0.13,0.48,27.3,0.35,0.35,0.09,0.13,0.62,0.79,0.0,26.25,0.79,1.54,12.13,12.79,4.22,26.25,0.97,0.48,50.0,0.44,45.5,14.03,62.08,22.42,0.57,0.57,1.98,1.32,20.93,0.0,1.58,2.11,1.1,0.04,0.0,0.0,1.14,2.68,2.42,52.6,1570,32.0,72.19628308285195,72.19628308285195,0,Aerial Target Men
Enner Valencia,1989-11-04,CampeonatoBrasileiro,Internacional,Right,Ecuador,Forwards,961,0.28,0.09,0.37,0.28,0.0,0.09,0.19,0.0,0.39,0.32,0.05,0.37,2.44,1.03,6.56,2.72,1.12,41.4,0.1,0.25,16.2,0.19,0.12,-0.11,-0.04,12.27,16.58,74.0,166.42,23.23,7.49,9.37,80.0,4.03,4.87,82.7,0.09,0.56,16.7,0.07,0.75,0.56,0.47,0.09,14.33,2.25,0.09,0.0,0.09,1.12,0.19,0.09,0.0,0.0,0.0,0.0,0.75,2.44,1.5,0.0,0.28,0.09,0.37,0.19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.75,0.56,0.09,0.37,0.28,0.28,0.75,37.5,0.47,0.66,0.0,0.09,0.84,0.47,0.0,28.1,0.56,1.03,10.4,17.33,5.9,28.0,2.53,0.94,37.0,1.4,55.6,17.04,102.83,49.17,1.22,1.03,2.53,1.69,20.23,0.0,1.4,1.69,0.47,0.0,0.09,0.0,2.15,1.87,4.59,29.0,1597,36.0,72.43357784251117,72.43357784251117,5,Dynamic Strike-Runners
Rafael Borré,1995-09-15,CampeonatoBrasileiro,Internacional,Right,Colombia,Forwards,1870,0.43,0.14,0.58,0.43,0.0,0.05,0.29,0.0,0.62,0.58,0.05,0.63,0.96,2.02,6.21,2.74,1.2,43.9,0.16,0.36,11.1,0.0,0.21,-0.19,-0.15,16.07,21.27,75.6,218.65,41.87,9.58,11.79,81.2,4.67,5.92,78.9,0.77,1.35,57.1,0.04,0.87,0.96,0.91,0.05,19.97,1.16,0.0,0.1,0.1,0.58,0.29,0.05,0.0,0.0,0.0,0.14,0.34,1.68,1.3,0.05,0.05,0.19,0.05,0.05,0.19,0.14,0.0,0.0,0.0,0.05,0.0,0.91,0.67,0.14,0.48,0.29,0.19,0.96,20.0,0.77,0.63,0.0,0.14,1.06,0.82,0.0,33.5,0.72,2.12,14.58,17.33,5.44,33.45,1.54,0.67,43.8,0.87,56.3,18.0,72.63,26.52,0.72,0.43,3.47,1.01,23.15,0.0,1.73,1.01,0.87,0.05,0.0,0.0,2.79,2.41,2.98,44.6,1597,30.0,73.19962328653757,73.19962328653757,5,Dynamic Strike-Runners
Deyverson,1991-05-08,CampeonatoBrasileiro,Fortaleza,Left,Brazil,Forwards,1221,0.22,0.07,0.29,0.22,0.0,0.07,0.29,0.0,0.24,0.18,0.06,0.24,0.44,1.47,4.13,1.33,0.66,50.0,0.17,0.33,14.8,0.0,0.13,-0.01,0.04,12.24,20.05,61.0,206.17,35.6,5.31,8.48,62.6,5.31,7.67,69.2,1.18,2.06,57.1,0.03,0.44,0.88,0.37,0.07,17.84,2.06,0.07,0.07,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.74,1.18,0.88,0.0,0.07,0.0,0.22,0.0,0.29,0.15,0.0,0.07,0.0,0.07,0.0,0.52,0.15,0.15,0.15,0.22,0.15,0.37,40.0,0.22,0.66,0.15,0.07,0.59,1.33,0.0,30.07,1.33,2.95,15.92,11.5,3.32,30.0,1.25,0.44,35.3,0.81,64.7,13.64,45.18,16.22,0.52,0.07,2.8,1.33,21.3,0.0,0.96,2.21,0.81,0.07,0.0,0.0,2.58,3.76,3.39,52.6,1502,34.0,69.50661334692118,69.50661334692118,4,Physical Disruptors
Janderson,1999-05-06,CampeonatoBrasileiro,Vitória,Right,Brazil,Forwards,1396,0.19,0.06,0.26,0.19,0.0,0.0,0.39,0.0,0.14,0.14,0.1,0.24,2.51,1.48,5.61,2.58,0.71,27.5,0.08,0.27,20.6,0.0,0.05,0.06,0.06,15.92,23.85,66.8,220.36,44.23,9.61,12.44,77.2,4.45,6.38,69.7,0.9,1.61,56.0,0.06,0.84,1.29,0.26,0.06,22.5,1.1,0.0,0.06,0.06,0.9,0.58,0.0,0.0,0.0,0.0,0.26,0.77,2.64,1.55,0.0,0.52,0.52,0.0,0.06,0.26,0.19,0.0,0.06,0.0,0.0,0.0,1.55,0.9,0.64,0.9,0.0,0.58,1.03,56.3,0.45,1.16,0.32,0.39,1.93,1.42,0.06,38.62,1.48,5.67,16.83,17.02,3.48,38.62,3.8,1.81,47.5,1.87,49.2,22.56,164.4,80.59,2.58,0.9,3.74,2.64,27.01,0.0,1.68,1.22,0.19,0.0,0.0,0.0,4.19,2.71,3.87,41.2,1464,26.0,67.85674273513771,67.85674273513771,2,Creative Withdrawn Forwards
Renato Kayser,1996-02-17,CampeonatoBrasileiro,Vitória,Right,Brazil,Forwards,1197,0.45,0.08,0.53,0.38,0.08,0.08,0.15,0.08,0.5,0.44,0.1,0.53,1.5,2.03,3.23,2.78,0.75,27.0,0.14,0.5,14.3,0.23,0.16,-0.05,-0.06,12.41,18.27,67.9,177.74,51.13,7.07,9.7,72.9,4.29,5.86,73.1,0.45,0.68,66.7,0.05,0.98,1.28,0.3,0.0,16.02,2.11,0.38,0.08,0.08,0.15,0.23,0.08,0.0,0.0,0.0,0.15,0.45,2.33,1.28,0.15,0.15,0.38,0.3,0.08,0.23,0.08,0.0,0.08,0.08,0.0,0.0,1.13,0.53,0.15,0.68,0.3,0.3,1.13,26.7,0.83,0.83,0.0,0.15,1.28,1.2,0.0,31.13,1.2,3.08,15.19,13.23,3.83,31.05,2.11,0.98,46.4,1.05,50.0,16.09,75.86,33.83,0.75,0.45,2.86,0.98,19.85,0.0,2.48,1.88,0.6,0.0,0.0,0.0,2.93,2.26,5.41,29.4,1464,29.0,70.0601045728356,70.0601045728356,4,Physical Disruptors
Tiquinho Soares,1991-01-17,CampeonatoBrasileiro,Santos,Right,Brazil,Forwards,1349,0.33,0.2,0.53,0.2,0.13,0.13,0.27,0.07,0.45,0.35,0.14,0.49,0.47,1.8,4.6,2.4,0.73,30.6,0.08,0.27,15.2,0.07,0.14,-0.11,-0.15,13.74,19.68,69.8,218.83,53.11,7.07,9.81,72.1,4.34,6.07,71.4,1.33,1.73,76.9,0.07,1.53,1.13,0.73,0.2,18.21,1.2,0.13,0.27,0.27,0.47,0.27,0.0,0.0,0.0,0.0,0.27,0.4,2.74,2.27,0.0,0.0,0.27,0.13,0.07,0.4,0.33,0.0,0.0,0.07,0.0,0.0,0.87,0.53,0.2,0.27,0.4,0.2,0.4,50.0,0.2,0.67,0.0,0.2,1.07,0.67,0.0,30.22,0.53,2.07,13.61,14.94,4.47,30.09,1.27,0.6,47.4,0.6,47.4,17.55,65.58,20.88,0.4,0.07,2.8,2.13,24.22,0.0,2.54,2.54,0.27,0.0,0.0,0.0,2.47,2.0,3.6,35.7,1419,34.0,70.48387164930281,70.48387164930281,5,Dynamic Strike-Runners
Gabriel Taliari,1997-04-13,CampeonatoBrasileiro,Juventude,Right,Brazil,Forwards,914,0.2,0.2,0.39,0.2,0.0,0.1,0.1,0.0,0.32,0.25,0.16,0.41,0.89,1.18,4.73,2.36,0.59,25.0,0.08,0.33,20.9,0.1,0.11,-0.13,-0.05,10.63,15.46,68.8,172.12,36.73,6.01,7.58,79.2,3.45,4.82,71.4,0.89,1.38,64.3,0.08,1.08,0.89,0.3,0.2,12.8,2.56,0.0,0.2,0.2,0.49,0.1,0.0,0.0,0.0,0.0,0.1,0.79,2.95,1.48,0.0,0.3,0.69,0.3,0.2,0.39,0.2,0.0,0.1,0.0,0.1,0.0,1.08,0.89,0.39,0.39,0.3,0.3,1.28,23.1,0.98,0.49,0.0,0.1,1.18,0.49,0.0,26.68,0.39,2.17,12.7,12.41,3.15,26.59,2.36,0.69,29.2,1.48,62.5,16.35,74.64,25.5,0.69,0.1,2.76,1.28,18.91,0.0,1.67,2.95,0.49,0.0,0.0,0.0,2.46,1.18,1.97,37.5,1393,28.0,66.82234831240702,66.82234831240702,5,Dynamic Strike-Runners
Gilberto,1989-06-05,CampeonatoBrasileiro,Juventude,Right,Brazil,Forwards,1110,0.24,0.08,0.32,0.24,0.0,0.0,0.32,0.0,0.3,0.3,0.12,0.42,1.3,1.14,4.22,2.84,1.14,40.0,0.09,0.21,16.6,0.24,0.11,-0.06,-0.06,9.97,16.86,59.1,156.32,24.97,5.19,8.19,63.4,3.41,4.86,70.0,0.81,1.38,58.8,0.03,1.05,0.89,0.24,0.08,15.0,1.78,0.0,0.0,0.41,1.14,0.08,0.0,0.0,0.0,0.0,0.08,0.89,1.95,1.54,0.08,0.0,0.24,0.08,0.0,0.24,0.16,0.0,0.0,0.08,0.0,0.0,0.57,0.16,0.16,0.32,0.08,0.24,0.65,37.5,0.41,0.49,0.0,0.16,0.73,1.22,0.0,26.03,0.97,2.35,11.59,12.24,4.14,26.03,0.49,0.32,66.7,0.16,33.3,11.11,52.7,27.89,0.81,0.41,2.27,0.81,17.43,0.0,1.78,0.89,0.49,0.0,0.0,0.0,1.14,2.51,3.08,44.9,1393,36.0,68.92477676551131,68.92477676551131,4,Physical Disruptors
