Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
José María Giménez,1995-01-20,LaLiga,Atlético Madrid,Right,Uruguay,Center Backs,1999,0.0,0.05,0.05,0.0,0.0,0.0,0.23,0.0,0.02,0.02,0.01,0.03,0.14,2.88,0.05,0.23,0.05,20.0,0.0,0.0,8.6,0.0,0.09,-0.02,-0.02,56.28,61.32,91.8,1144.07,432.35,16.48,17.47,94.3,31.83,33.23,95.8,7.29,9.63,75.7,0.01,0.09,2.75,0.0,0.0,57.76,3.51,2.43,0.05,0.81,0.0,0.23,0.0,0.0,0.0,0.0,0.05,0.18,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.17,0.72,0.81,0.36,0.0,0.77,1.26,60.7,0.5,1.31,0.86,1.22,2.39,5.18,0.09,71.23,12.25,37.01,33.09,1.35,0.5,71.23,0.14,0.09,66.7,0.05,33.3,45.29,199.45,105.17,0.09,0.0,0.27,0.14,49.25,0.0,0.59,0.54,0.0,0.0,0.0,0.05,3.51,1.71,1.67,50.7,1855,30.0,78.65782348543209,78.65782348543209,0,Dominant Anchors
Ahmed Touba,1998-03-12,BelgianPro,Mechelen,Right,Algeria,Center Backs,1996,0.09,0.0,0.09,0.09,0.0,0.0,0.27,0.0,0.07,0.07,0.02,0.09,0.27,4.19,0.18,0.5,0.18,36.4,0.18,0.5,14.0,0.0,0.15,0.02,0.02,54.56,61.37,88.9,1146.51,378.44,13.89,15.92,87.3,32.87,34.63,94.9,7.17,9.56,75.0,0.03,0.45,4.51,0.54,0.09,59.34,1.71,0.86,0.14,0.45,0.18,0.32,0.0,0.0,0.0,0.0,0.32,0.23,0.9,0.77,0.0,0.0,0.0,0.05,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.76,1.13,1.17,0.45,0.14,0.77,1.4,54.8,0.63,0.68,0.5,1.49,3.25,4.69,0.09,72.28,8.39,31.47,38.33,2.84,0.72,72.28,0.32,0.09,28.6,0.23,71.4,52.71,280.64,143.84,0.63,0.05,0.81,0.36,50.23,0.0,0.77,0.45,0.09,0.0,0.09,0.09,3.74,2.89,1.4,67.4,1485,27.0,73.42001284746715,73.42001284746715,5,Versatile Press Breakers
Mason Holgate,1996-10-22,EFLChampionship,West Bromwich Albion,Right,England,Center Backs,1983,0.05,0.05,0.09,0.05,0.0,0.0,0.09,0.0,0.05,0.05,0.05,0.1,0.23,2.13,0.27,0.36,0.09,25.0,0.13,0.5,10.5,0.0,0.14,0.0,0.0,48.29,56.1,86.1,882.53,309.12,18.65,20.33,91.7,25.33,27.37,92.5,3.86,7.44,51.8,0.04,0.45,2.36,0.27,0.09,51.65,4.27,2.41,0.09,0.05,0.41,1.72,0.0,0.0,0.0,0.0,0.18,0.09,1.09,0.86,0.18,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.59,0.86,1.09,0.36,0.14,0.77,1.45,53.1,0.68,1.27,0.86,1.23,2.81,5.72,0.05,67.58,6.94,35.76,29.09,3.09,0.64,67.58,0.23,0.09,40.0,0.09,40.0,36.67,180.73,89.91,0.18,0.0,0.36,0.27,42.66,0.0,0.86,1.09,0.05,0.0,0.0,0.05,3.18,2.22,1.45,60.5,1538,29.0,72.87663177200083,72.87663177200083,6,No-Nonsense Guardians
Nico Schlotterbeck,1999-12-01,Bundesliga,Dortmund,Left,Germany,Center Backs,1982,0.0,0.18,0.18,0.0,0.0,0.0,0.32,0.09,0.06,0.06,0.1,0.15,1.68,8.85,0.64,0.77,0.18,23.5,0.0,0.0,17.2,0.05,0.08,-0.06,-0.06,84.28,94.45,89.2,1610.83,611.06,30.61,32.29,94.8,44.27,47.32,93.6,8.63,12.81,67.4,0.1,0.82,10.26,0.45,0.09,88.14,6.18,2.13,0.14,0.95,0.64,1.32,0.23,0.23,0.0,0.0,0.14,1.0,2.27,1.86,0.18,0.05,0.09,0.05,0.05,0.27,0.18,0.09,0.0,0.0,0.0,0.0,1.73,1.09,0.95,0.73,0.05,1.23,2.04,60.0,0.82,1.41,0.68,1.0,2.72,3.59,0.05,104.3,8.76,37.73,60.76,6.81,0.95,104.3,1.0,0.64,63.6,0.23,22.7,66.61,301.79,186.49,1.36,0.05,0.54,0.45,76.01,0.05,0.82,0.86,0.0,0.0,0.05,0.0,7.13,2.36,1.23,65.8,1818,26.0,80.18937290151584,80.18937290151584,7,World-Class Hybrid Leaders
Clément Lenglet,1995-06-17,LaLiga,Atlético Madrid,Left,France,Center Backs,1972,0.09,0.05,0.14,0.09,0.0,0.0,0.41,0.0,0.11,0.11,0.05,0.16,0.73,3.61,0.05,0.46,0.18,40.0,0.2,0.5,14.9,0.05,0.24,-0.02,-0.02,54.45,62.25,87.5,1093.83,445.71,17.8,18.99,93.8,29.44,31.31,94.0,6.89,11.0,62.7,0.03,0.23,3.38,0.0,0.0,60.15,2.05,1.6,0.0,0.59,0.18,0.14,0.0,0.0,0.0,0.0,0.05,0.59,0.78,0.73,0.0,0.05,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.23,0.78,0.87,0.37,0.0,0.5,0.68,73.3,0.18,1.1,0.82,1.0,2.24,4.75,0.05,72.25,10.45,38.06,31.72,2.65,0.78,72.25,0.14,0.14,100.0,0.0,0.0,48.61,259.78,163.98,0.73,0.0,0.37,0.14,53.03,0.0,1.32,0.87,0.09,0.0,0.09,0.0,3.38,1.69,1.73,49.3,1855,30.0,78.53789406041683,78.53789406041683,0,Dominant Anchors
Trevoh Chalobah,1999-07-05,PremierLeague,Chelsea,Right,England,Center Backs,1970,0.14,0.05,0.18,0.14,0.0,0.0,0.14,0.0,0.09,0.09,0.07,0.16,0.69,3.24,0.37,0.82,0.27,33.3,0.17,0.5,13.5,0.0,0.11,0.05,0.05,43.77,51.12,85.6,793.01,252.23,17.91,19.28,92.9,21.84,23.89,91.4,3.65,7.04,51.9,0.03,0.32,3.15,0.23,0.05,49.34,1.78,1.01,0.09,0.18,0.46,0.69,0.0,0.0,0.0,0.0,0.0,0.46,1.1,0.91,0.0,0.05,0.09,0.0,0.05,0.14,0.05,0.0,0.0,0.05,0.0,0.05,1.42,1.05,0.55,0.82,0.05,0.87,1.42,61.3,0.55,1.14,0.55,1.32,2.74,4.8,0.18,62.5,6.35,27.69,30.38,5.03,1.19,62.5,0.69,0.37,53.3,0.14,20.0,32.16,135.5,65.47,0.64,0.09,0.32,0.41,40.71,0.0,0.87,1.01,0.05,0.0,0.0,0.0,3.88,2.06,1.42,59.2,1903,26.0,78.59772698134651,78.61658451049172,1,Mobile Front-Foot Defenders
Julio Pleguezuelo,1997-01-26,EFLChampionship,Plymouth Argyle,Right,Spain,Center Backs,1964,0.05,0.0,0.05,0.05,0.0,0.0,0.37,0.0,0.02,0.02,0.03,0.06,0.14,2.02,0.0,0.18,0.05,25.0,0.25,1.0,8.3,0.0,0.13,0.02,0.02,26.99,35.84,75.3,546.6,205.75,8.57,9.85,87.0,14.76,17.83,82.8,3.57,7.29,49.1,0.01,0.27,1.6,0.18,0.05,33.13,2.52,1.24,0.0,0.23,0.09,1.19,0.0,0.0,0.0,0.0,0.18,0.18,0.69,0.6,0.0,0.0,0.0,0.05,0.05,0.09,0.05,0.0,0.0,0.0,0.05,0.0,3.07,2.02,2.15,0.87,0.05,1.97,2.38,82.7,0.41,1.19,0.69,1.56,4.63,8.57,0.14,51.37,7.97,29.47,20.48,1.65,0.41,51.37,0.05,0.05,100.0,0.0,0.0,20.71,86.61,35.7,0.09,0.05,0.55,0.14,22.41,0.0,1.1,0.87,0.0,0.0,0.0,0.0,3.12,2.34,2.2,51.5,1443,28.0,69.92760931830148,69.92760931830148,2,Classical Defenders
Dante,1983-10-18,Ligue1,Nice,Left,Brazil,Center Backs,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.02,0.02,0.01,0.03,0.82,4.4,0.37,0.41,0.09,22.2,0.0,0.0,11.9,0.0,0.05,-0.02,-0.02,58.06,65.62,88.5,1007.09,413.2,25.89,27.4,94.5,27.4,28.96,94.6,4.03,7.56,53.3,0.02,0.18,4.12,0.37,0.0,61.22,4.26,2.89,0.23,0.37,0.09,0.18,0.0,0.0,0.0,0.0,0.14,0.5,0.96,0.87,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.69,0.78,0.6,0.09,0.69,1.33,51.7,0.64,1.33,0.64,1.56,3.02,3.39,0.05,75.66,7.84,36.43,35.97,3.71,0.87,75.66,0.69,0.27,40.0,0.32,46.7,43.49,202.45,113.14,0.46,0.05,0.73,0.23,52.15,0.0,0.87,0.64,0.0,0.0,0.0,0.0,5.13,1.88,0.96,66.1,1721,42.0,75.3751041704046,75.3751041704046,0,Dominant Anchors
Sikou Niakaté,1999-07-10,PrimeiraLiga,Braga,Right,Mali,Center Backs,1961,0.05,0.05,0.09,0.05,0.0,0.0,0.18,0.0,0.05,0.05,0.04,0.09,0.5,4.68,0.23,0.6,0.18,30.8,0.08,0.25,9.9,0.0,0.09,0.0,0.0,58.47,66.73,87.6,1131.63,411.54,18.04,19.18,94.0,34.05,36.17,94.2,5.42,9.68,55.9,0.03,0.28,5.05,0.14,0.05,64.62,1.93,1.74,0.09,0.09,0.23,0.09,0.0,0.0,0.0,0.0,0.18,0.32,1.01,0.83,0.0,0.0,0.18,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.83,0.46,0.37,0.46,0.0,0.37,0.64,57.1,0.28,0.73,0.46,1.61,2.43,4.54,0.14,76.92,6.56,33.64,41.26,2.66,1.06,76.92,0.32,0.23,71.4,0.09,28.6,48.28,211.67,118.04,0.6,0.0,0.64,0.09,54.34,0.0,1.1,0.73,0.0,0.0,0.0,0.0,4.27,2.94,1.42,67.4,1651,26.0,75.86381240810472,75.86381240810472,7,World-Class Hybrid Leaders
Luan Cândido,2001-02-02,CampeonatoBrasileiro,Grêmio,Left,Brazil,Center Backs,1953,0.05,0.0,0.05,0.0,0.05,0.05,0.23,0.0,0.07,0.04,0.0,0.04,0.32,2.3,0.74,0.97,0.14,14.3,0.0,0.0,22.5,0.28,0.04,-0.02,-0.04,32.58,40.74,80.0,596.91,210.32,11.94,13.64,87.5,17.0,19.91,85.4,2.72,5.21,52.2,0.01,0.18,2.53,0.14,0.0,35.53,5.21,0.92,0.0,0.09,0.32,4.29,0.0,0.0,0.0,0.0,0.0,0.32,0.88,0.74,0.05,0.0,0.09,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.89,1.29,0.97,0.83,0.09,0.74,1.29,57.1,0.55,1.24,0.78,1.47,3.36,4.75,0.05,52.77,6.73,20.88,25.58,6.59,1.06,52.72,0.41,0.09,22.2,0.32,77.8,23.73,97.05,41.75,0.51,0.0,0.74,0.23,27.79,0.0,1.71,0.32,0.14,0.0,0.0,0.0,2.49,2.86,1.2,70.5,1511,24.0,71.41561063653674,71.41561063653674,2,Classical Defenders
Waldemar Anton,1996-07-20,Bundesliga,Dortmund,Right,Germany,Center Backs,1949,0.09,0.09,0.18,0.09,0.0,0.0,0.18,0.0,0.08,0.08,0.04,0.12,1.48,5.4,1.29,0.88,0.14,15.8,0.11,0.67,13.5,0.0,0.09,0.01,0.01,76.84,85.01,90.4,1410.86,443.63,29.23,30.57,95.6,41.51,44.28,93.7,5.63,8.36,67.4,0.08,0.28,5.73,0.28,0.14,81.41,3.6,1.52,0.09,0.28,1.11,1.71,0.0,0.0,0.0,0.0,0.0,0.83,1.89,1.48,0.0,0.28,0.09,0.0,0.05,0.23,0.18,0.0,0.0,0.05,0.0,0.0,1.57,0.97,0.83,0.46,0.28,0.79,1.06,73.9,0.28,1.52,0.74,1.39,2.96,5.17,0.05,98.17,8.73,36.62,53.66,8.27,1.48,98.17,1.11,0.92,83.3,0.09,8.3,64.0,322.73,161.48,1.29,0.0,0.97,0.42,71.21,0.0,0.92,0.92,0.05,0.0,0.0,0.05,5.63,2.12,1.25,63.0,1818,29.0,79.44009639326032,79.44009639326032,7,World-Class Hybrid Leaders
Sinaly Diomande,2001-04-09,Ligue1,Auxerre,Right,Côte d'Ivoire,Center Backs,1945,0.14,0.09,0.23,0.14,0.0,0.0,0.28,0.0,0.05,0.05,0.03,0.08,0.37,3.33,0.37,0.42,0.19,44.4,0.33,0.75,15.0,0.0,0.13,0.09,0.09,37.62,44.47,84.6,697.47,283.0,13.93,15.73,88.5,19.8,21.33,92.8,3.47,5.83,59.5,0.01,0.19,2.41,0.05,0.0,42.06,2.17,1.94,0.0,0.65,0.05,0.23,0.0,0.0,0.0,0.0,0.23,0.46,0.97,0.88,0.0,0.0,0.09,0.0,0.0,0.23,0.14,0.0,0.0,0.09,0.0,0.0,1.8,0.88,0.93,0.83,0.05,1.3,1.85,70.0,0.56,1.71,0.83,1.39,3.19,4.63,0.09,56.59,6.94,30.12,24.11,2.59,0.56,56.59,0.65,0.37,57.1,0.19,28.6,32.3,148.26,77.69,0.23,0.0,0.56,0.28,34.98,0.0,1.11,0.88,0.0,0.0,0.05,0.05,3.98,1.3,1.02,56.0,1629,24.0,75.21056511527838,75.21056511527838,3,Balanced Ball-Players
Youssouf Ndayishimiye,1998-10-27,Ligue1,Nice,Right,Burundi,Center Backs,1932,0.14,0.0,0.14,0.14,0.0,0.0,0.23,0.0,0.04,0.04,0.01,0.05,0.79,4.01,0.42,0.51,0.19,36.4,0.27,0.75,15.0,0.0,0.08,0.1,0.1,54.83,61.3,89.4,934.89,319.61,24.5,25.95,94.4,27.21,28.51,95.4,2.61,5.59,46.7,0.02,0.23,4.38,0.23,0.0,57.62,3.45,2.42,0.09,0.23,0.09,0.28,0.0,0.0,0.0,0.0,0.23,0.42,1.4,1.07,0.0,0.05,0.05,0.14,0.09,0.09,0.05,0.0,0.0,0.0,0.05,0.0,1.86,0.98,1.16,0.65,0.05,0.75,1.26,59.3,0.51,1.63,0.89,0.98,2.84,5.45,0.19,73.65,8.34,30.19,40.34,3.87,0.47,73.65,0.37,0.28,75.0,0.09,25.0,42.21,202.64,122.0,0.56,0.0,0.65,0.33,48.45,0.0,0.89,0.61,0.0,0.05,0.0,0.0,5.31,1.72,1.3,56.9,1721,27.0,76.07527395873531,76.07527395873531,5,Versatile Press Breakers
Alessandro Buongiorno,1999-06-06,SerieA,Napoli,Left,Italy,Center Backs,1924,0.05,0.0,0.05,0.05,0.0,0.0,0.09,0.0,0.04,0.04,0.03,0.07,1.26,3.84,0.37,0.37,0.19,50.0,0.13,0.25,11.0,0.0,0.1,0.01,0.01,54.31,59.83,90.8,952.81,297.65,21.24,22.78,93.2,29.66,30.97,95.8,2.9,4.86,59.6,0.03,0.23,3.13,0.14,0.0,57.21,2.48,1.82,0.0,0.09,0.05,0.14,0.0,0.0,0.0,0.0,0.14,0.37,0.89,0.84,0.0,0.0,0.05,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.82,1.08,1.22,0.56,0.05,1.12,1.5,75.0,0.37,1.4,0.84,1.64,3.46,3.41,0.09,69.65,5.85,30.64,36.86,2.57,0.7,69.65,0.33,0.05,14.3,0.14,42.9,42.19,212.79,128.22,0.33,0.05,0.61,0.37,49.54,0.0,0.8,0.98,0.05,0.0,0.0,0.0,3.93,2.01,0.98,67.2,1838,26.0,77.80927684762932,77.80927684762932,3,Balanced Ball-Players
Chris Richards,2000-03-28,PremierLeague,Crystal Palace,Right,United States,Center Backs,1922,0.05,0.0,0.05,0.05,0.0,0.0,0.19,0.05,0.06,0.06,0.0,0.07,0.28,1.83,0.09,0.56,0.28,50.0,0.08,0.17,11.0,0.0,0.11,-0.01,-0.01,32.03,40.13,79.8,570.62,198.12,12.92,14.61,88.5,15.92,17.98,88.5,2.62,5.76,45.5,0.03,0.09,1.08,0.05,0.05,38.3,1.73,0.84,0.09,0.23,0.23,0.8,0.0,0.0,0.0,0.0,0.09,0.61,0.42,0.23,0.0,0.0,0.09,0.05,0.05,0.09,0.0,0.0,0.0,0.09,0.0,0.0,2.2,1.4,1.12,0.8,0.28,1.12,1.92,58.5,0.8,1.87,0.66,0.89,3.09,5.67,0.0,52.4,6.32,28.66,20.56,3.47,0.89,52.4,0.28,0.05,16.7,0.23,83.3,24.3,108.78,45.05,0.23,0.0,0.23,0.23,28.75,0.05,0.52,0.23,0.05,0.05,0.0,0.0,2.39,2.2,1.92,53.4,1835,25.0,74.92437074692269,75.51420451629669,2,Classical Defenders
Adam Masina,1994-01-02,SerieA,Torino,Left,Morocco,Center Backs,1919,0.05,0.09,0.14,0.05,0.0,0.0,0.23,0.0,0.03,0.03,0.01,0.05,0.7,3.42,0.47,0.38,0.09,25.0,0.13,0.5,14.6,0.0,0.09,0.01,0.01,49.99,59.42,84.1,936.68,330.88,18.38,20.07,91.6,26.22,29.55,88.7,4.97,8.68,57.3,0.03,0.19,3.38,0.28,0.09,56.19,3.1,1.27,0.05,0.38,0.66,1.17,0.0,0.0,0.0,0.0,0.14,0.19,0.98,0.8,0.0,0.09,0.0,0.05,0.05,0.19,0.09,0.0,0.05,0.0,0.05,0.0,1.55,0.7,1.03,0.47,0.05,1.08,1.88,57.5,0.8,1.31,0.7,1.27,2.81,4.46,0.09,70.44,8.77,30.95,36.02,3.75,0.56,70.44,0.56,0.28,50.0,0.28,50.0,40.01,183.24,99.47,0.42,0.05,0.56,0.38,45.54,0.0,1.08,0.84,0.09,0.05,0.0,0.0,4.13,3.1,1.08,74.2,1675,31.0,75.68740452923996,75.68740452923996,0,Dominant Anchors
Ethan Pinnock,1993-05-29,PremierLeague,Brentford,Left,Jamaica,Center Backs,1913,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.05,0.05,0.06,0.11,0.14,1.93,0.42,0.47,0.28,60.0,0.2,0.33,11.1,0.0,0.11,0.04,0.04,43.47,50.81,85.6,801.91,286.7,16.94,17.97,94.2,22.21,24.84,89.4,3.95,6.82,57.9,0.03,0.38,2.26,0.19,0.05,44.88,5.93,0.71,0.0,0.0,0.42,1.83,0.0,0.0,0.0,0.0,0.0,0.38,0.99,0.61,0.24,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.89,0.71,0.75,0.19,0.61,1.13,54.2,0.52,1.36,0.85,1.13,2.78,6.68,0.19,63.42,13.83,36.84,21.5,5.13,1.13,63.42,0.42,0.14,33.3,0.28,66.7,29.78,146.64,76.83,0.19,0.0,0.09,0.19,35.76,0.0,0.38,0.19,0.0,0.0,0.05,0.05,2.35,2.96,2.02,59.4,1811,32.0,76.29785364312741,76.29785364312741,6,No-Nonsense Guardians
Federico Ricca,1994-12-01,BelgianPro,OH Leuven,Left,Uruguay,Center Backs,1907,0.05,0.0,0.05,0.05,0.0,0.0,0.38,0.05,0.06,0.06,0.03,0.09,0.61,4.01,0.24,0.38,0.05,12.5,0.13,1.0,10.5,0.0,0.16,-0.01,-0.01,49.37,58.62,84.2,1100.06,395.44,12.03,13.64,88.2,27.94,30.44,91.8,8.87,13.36,66.4,0.04,0.28,4.15,0.28,0.05,55.69,2.69,1.79,0.05,0.71,0.33,0.85,0.0,0.0,0.0,0.0,0.24,0.42,1.13,0.85,0.09,0.0,0.19,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.42,0.94,1.04,0.33,0.05,0.61,1.09,56.5,0.47,1.56,0.94,1.04,2.45,6.51,0.0,71.17,9.63,37.94,29.78,3.73,0.8,71.17,0.09,0.05,50.0,0.05,50.0,49.27,323.9,190.85,0.9,0.0,0.38,0.19,46.53,0.0,1.18,0.71,0.05,0.0,0.0,0.0,3.35,2.17,2.45,46.9,1432,31.0,71.07376327181998,71.07376327181998,0,Dominant Anchors
Sead Kolašinac,1993-06-20,SerieA,Atalanta,Left,Bosnia and Herzegovina,Center Backs,1903,0.0,0.09,0.09,0.0,0.0,0.0,0.33,0.0,0.04,0.04,0.09,0.12,2.46,6.72,2.22,0.47,0.09,20.0,0.0,0.0,13.2,0.0,0.08,-0.04,-0.04,52.73,60.3,87.5,814.68,285.51,28.33,30.32,93.4,21.19,23.98,88.4,2.18,3.64,59.7,0.07,0.8,4.97,0.57,0.09,58.5,1.66,0.71,0.0,0.05,0.47,0.95,0.0,0.0,0.0,0.0,0.14,0.8,1.75,1.56,0.0,0.0,0.14,0.05,0.0,0.19,0.14,0.0,0.0,0.05,0.0,0.0,1.94,1.23,0.99,0.95,0.0,0.76,1.42,53.3,0.66,0.76,0.33,1.18,3.12,2.51,0.05,68.95,3.36,22.84,35.99,10.88,1.28,68.95,0.71,0.14,20.0,0.57,80.0,41.52,199.11,132.99,2.46,0.09,0.8,0.76,47.34,0.0,1.8,0.95,0.14,0.0,0.0,0.05,6.38,1.61,1.23,56.7,1842,32.0,79.51792720204556,79.51792720204556,3,Balanced Ball-Players
Francisco Sierralta,1997-05-06,EFLChampionship,Watford,Right,Chile,Center Backs,1897,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.08,0.08,0.04,0.12,0.0,1.57,0.28,0.43,0.14,33.3,0.0,0.0,8.7,0.0,0.18,-0.08,-0.08,49.25,56.41,87.3,825.09,298.09,21.63,23.72,91.2,24.77,27.28,90.8,2.28,3.94,57.8,0.03,0.24,1.33,0.05,0.0,53.56,2.66,1.47,0.0,0.14,0.0,0.28,0.0,0.0,0.0,0.0,0.19,0.28,0.85,0.66,0.0,0.0,0.05,0.0,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.71,1.14,1.09,0.62,0.0,0.81,1.33,60.7,0.52,1.52,1.14,1.23,2.94,7.21,0.05,69.84,8.92,39.38,28.37,2.61,1.47,69.84,0.28,0.14,50.0,0.09,33.3,35.54,134.69,60.73,0.28,0.0,0.33,0.19,42.56,0.0,1.09,0.57,0.05,0.0,0.0,0.0,3.13,4.22,1.61,72.4,1472,28.0,71.26104018016726,71.26104018016726,5,Versatile Press Breakers
Loïc Mbe Soh,2001-06-13,BelgianPro,Beerschot Wilrijk,Right,France,Center Backs,1890,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.02,0.06,0.38,3.24,0.38,0.43,0.05,11.1,0.11,1.0,8.6,0.0,0.08,0.0,0.01,39.24,45.05,87.1,772.76,284.86,12.33,13.48,91.5,21.86,23.43,93.3,4.19,6.76,62.0,0.03,0.19,2.95,0.24,0.05,42.19,2.81,1.43,0.0,0.52,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.29,0.9,0.86,0.0,0.0,0.05,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,1.19,0.67,1.0,0.19,0.0,0.48,0.76,62.5,0.29,1.38,0.81,0.57,1.76,6.24,0.1,56.24,10.57,29.0,25.9,1.95,0.9,56.24,0.29,0.24,83.3,0.0,0.0,37.67,227.71,123.9,0.43,0.0,0.24,0.33,34.67,0.0,1.0,0.33,0.05,0.0,0.0,0.0,4.14,1.48,1.95,43.1,1335,24.0,70.20797213342901,70.20797213342901,4,Elite Circulators
Christian Burgess,1991-10-07,BelgianPro,Union SG,Right,England,Center Backs,1890,0.0,0.1,0.1,0.0,0.0,0.0,0.38,0.0,0.04,0.04,0.03,0.07,0.24,3.14,0.05,0.29,0.1,33.3,0.0,0.0,6.6,0.0,0.14,-0.04,-0.04,40.38,48.14,83.9,871.67,333.14,9.48,11.38,83.3,23.95,26.48,90.5,6.52,9.24,70.6,0.01,0.24,2.52,0.0,0.0,45.81,2.14,1.67,0.0,0.1,0.1,0.48,0.0,0.0,0.0,0.0,0.19,0.14,0.43,0.33,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.95,1.33,0.62,0.05,1.1,1.48,74.2,0.38,1.19,0.81,0.76,2.76,6.76,0.05,60.71,6.86,30.62,28.29,2.24,0.9,60.71,0.05,0.05,100.0,0.0,0.0,35.95,209.95,109.05,0.29,0.0,0.24,0.1,33.71,0.0,1.1,0.38,0.0,0.0,0.0,0.0,3.29,3.14,2.71,53.7,1731,34.0,76.58442987880663,76.58442987880663,0,Dominant Anchors
Leo Ortiz,1996-01-03,CampeonatoBrasileiro,Flamengo,Right,Brazil,Center Backs,1878,0.05,0.1,0.14,0.05,0.0,0.0,0.1,0.0,0.05,0.05,0.06,0.11,0.77,6.61,0.48,0.67,0.1,14.3,0.07,0.5,13.4,0.0,0.08,0.0,0.0,46.39,53.24,87.1,864.35,367.33,17.35,19.27,90.0,22.67,24.39,92.9,5.18,7.0,74.0,0.06,0.77,5.99,0.58,0.05,50.42,2.59,2.2,0.14,0.62,0.24,0.24,0.0,0.0,0.0,0.0,0.24,0.62,1.53,1.34,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.49,0.67,0.91,0.48,0.1,0.67,1.15,58.3,0.48,0.81,0.38,0.77,2.25,2.68,0.05,60.91,4.6,19.79,36.09,5.37,0.81,60.91,0.62,0.34,53.8,0.24,38.5,33.88,169.22,100.59,0.67,0.1,0.34,0.24,40.54,0.0,0.48,0.24,0.0,0.0,0.0,0.0,4.12,1.82,0.77,70.4,1683,29.0,77.81949099387089,77.81949099387089,5,Versatile Press Breakers
